gene_accession,type,class,mechanism,group,snp,gene_family,product_name,enhanced_class,enhanced_subclass
MEG_7351|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7352|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7353|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,Unknown,Unknown,Unknown,Unknown
MEG_7354|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,Unknown,Unknown,Unknown,Unknown
MEG_7355|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB,Drugs,Glycopeptides,VanB-type resistance protein,VANB,,vanB,D-alanine--(R)-lactate ligase VanB,Glycopeptide,Vancomycin
MEG_7356|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7357|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7358|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7359|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7360|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC1,D-alanine--D-serine ligase VanC1,Glycopeptide,Vancomycin
MEG_7361|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC1,D-alanine--D-serine ligase VanC1,Glycopeptide,Vancomycin
MEG_7362|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC1,D-alanine--D-serine ligase VanC1,Glycopeptide,Vancomycin
MEG_7363|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7364|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7365|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7366|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7367|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7368|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7369|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,vanC1,D-alanine--D-serine ligase VanC1,Glycopeptide,Vancomycin
MEG_7371|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7372|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7374|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7375|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7376|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7377|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7378|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7379|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7380|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7381|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7382|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,Drugs,Glycopeptides,VanC-type resistance protein,VANC,,Unknown,Unknown,Unknown,Unknown
MEG_7383|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7384|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7385|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7386|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7387|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanH-D,D-lactate dehydrogenase VanH-D,Glycopeptide,Vancomycin
MEG_7388|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7389|Drugs|Glycopeptides|VanD-type_resistance_protein|VAND,Drugs,Glycopeptides,VanD-type resistance protein,VAND,,vanD,D-alanine--(R)-lactate ligase VanD,Glycopeptide,Vancomycin
MEG_7390|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,Drugs,Glycopeptides,VanE-type resistance protein,VANE,,Unknown,Unknown,Unknown,Unknown
MEG_7391|Drugs|Glycopeptides|VanE-type_resistance_protein|VANE,Drugs,Glycopeptides,VanE-type resistance protein,VANE,,Unknown,Unknown,Unknown,Unknown
MEG_7392|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,Unknown,Unknown,Unknown,Unknown
MEG_7393|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,vanG,D-alanine--D-serine ligase VanG2,Glycopeptide,Vancomycin
MEG_7394|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,vanG,D-alanine--D-serine ligase VanG,Glycopeptide,Vancomycin
MEG_7395|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,vanW-G,glycopeptide resistance accessory protein VanW-G,Glycopeptide,Vancomycin
MEG_7396|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,Unknown,Unknown,Unknown,Unknown
MEG_7397|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,Drugs,Glycopeptides,VanG-type resistance protein,VANG,,Unknown,Unknown,Unknown,Unknown
MEG_7398|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,vanH-A,D-lactate dehydrogenase VanH-A,Glycopeptide,Vancomycin
MEG_7399|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7400|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7401|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7402|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7403|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7404|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7405|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7406|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7407|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,vanH,D-lactate dehydrogenase VanH,Glycopeptide,Vancomycin
MEG_7408|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7409|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7410|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7411|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7412|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,Drugs,Glycopeptides,VanA-type resistance protein,VANHA,,Unknown,Unknown,Unknown,Unknown
MEG_7413|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,vanH-B,D-lactate dehydrogenase VanH-B,Glycopeptide,Vancomycin
MEG_7414|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,vanH-B,D-lactate dehydrogenase VanH-B,Glycopeptide,Vancomycin
MEG_7415|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,vanH-B,D-lactate dehydrogenase VanH-B,Glycopeptide,Vancomycin
MEG_7416|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,Unknown,Unknown,Unknown,Unknown
MEG_7417|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,Unknown,Unknown,Unknown,Unknown
MEG_7418|Drugs|Glycopeptides|VanB-type_resistance_protein|VANHB,Drugs,Glycopeptides,VanB-type resistance protein,VANHB,,Unknown,Unknown,Unknown,Unknown
MEG_7419|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,vanH-D,D-lactate dehydrogenase VanH-D,Glycopeptide,Vancomycin
MEG_7420|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,vanH-D,D-lactate dehydrogenase VanH-D,Glycopeptide,Vancomycin
MEG_7421|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,vanH-D,D-lactate dehydrogenase VanH-D,Glycopeptide,Vancomycin
MEG_7422|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7423|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7424|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7425|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7426|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7427|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7428|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7429|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7430|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7431|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7432|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7433|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7434|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7435|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7436|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7437|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7438|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,Drugs,Glycopeptides,VanD-type resistance protein,VANHD,,Unknown,Unknown,Unknown,Unknown
MEG_7439|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,,vanI,D-alanine--(R)-lactate ligase VanI,Glycopeptide,Vancomycin
MEG_7440|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,,vanI,D-alanine--(R)-lactate ligase VanI,Glycopeptide,Vancomycin
MEG_7441|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,,vanI,D-alanine--(R)-lactate ligase VanI,Glycopeptide,Vancomycin
MEG_7442|Drugs|Glycopeptides|VanI-type_resistance_protein|VANI,Drugs,Glycopeptides,VanI-type resistance protein,VANI,,vanI,D-alanine--(R)-lactate ligase VanI,Glycopeptide,Vancomycin
MEG_7443|Drugs|Glycopeptides|VanK-type_resistance_protein|VANK,Drugs,Glycopeptides,VanK-type resistance protein,VANK,,vanK-Sc,peptidoglycan bridge formation peptidyltransferase VanK-Sc,Glycopeptide,Vancomycin
MEG_7444|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,Drugs,Glycopeptides,VanL-type resistance protein,VANL,,vanL,D-alanine--D-serine ligase VanL,Glycopeptide,Vancomycin
MEG_7445|Drugs|Glycopeptides|VanL-type_resistance_protein|VANL,Drugs,Glycopeptides,VanL-type resistance protein,VANL,,Unknown,Unknown,Unknown,Unknown
MEG_7446|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,Drugs,Glycopeptides,VanN-type resistance protein,VANN,,Unknown,Unknown,Unknown,Unknown
MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,Drugs,Glycopeptides,VanN-type resistance protein,VANN,,Unknown,Unknown,Unknown,Unknown
MEG_7448|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,Drugs,Glycopeptides,VanN-type resistance protein,VANN,,Unknown,Unknown,Unknown,Unknown
MEG_7449|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,vanR-A,vancomycin resistance response regulator transcription factor VanR-A,Glycopeptide,Vancomycin
MEG_7450|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7451|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7452|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7453|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7454|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7455|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,vanA,D-alanine--(R)-lactate ligase VanA,Glycopeptide,Vancomycin
MEG_7457|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7458|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,Unknown,Unknown,Unknown,Unknown
MEG_7459|Drugs|Glycopeptides|VanA-type_regulator|VANRA,Drugs,Glycopeptides,VanA-type regulator,VANRA,,vanH-Pt,D-lactate dehydrogenase VanH-Pt,Glycopeptide,Vancomycin
MEG_7460|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,vanR-B,vancomycin resistance response regulator transcription factor VanR-B,Glycopeptide,Vancomycin
MEG_7461|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,vanR-B,vancomycin resistance response regulator transcription factor VanR-B,Glycopeptide,Vancomycin
MEG_7462|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7463|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7464|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7465|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7466|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7467|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7468|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,Drugs,Glycopeptides,VanB-type regulator,VANRB,,Unknown,Unknown,Unknown,Unknown
MEG_7470|Drugs|Glycopeptides|VanC-type_regulator|VANRC,Drugs,Glycopeptides,VanC-type regulator,VANRC,,vanR-Cd,vancomycin resistance response regulator transcription factor VanR-G-Cd,Glycopeptide,Vancomycin
MEG_7471|Drugs|Glycopeptides|VanC-type_regulator|VANRC,Drugs,Glycopeptides,VanC-type regulator,VANRC,,vanR-C,vancomycin resistance response regulator transcription factor VanR-C,Glycopeptide,Vancomycin
MEG_7472|Drugs|Glycopeptides|VanC-type_regulator|VANRC,Drugs,Glycopeptides,VanC-type regulator,VANRC,,Unknown,Unknown,Unknown,Unknown
MEG_7473|Drugs|Glycopeptides|VanC-type_regulator|VANRC,Drugs,Glycopeptides,VanC-type regulator,VANRC,,Unknown,Unknown,Unknown,Unknown
MEG_7474|Drugs|Glycopeptides|VanC-type_regulator|VANRC,Drugs,Glycopeptides,VanC-type regulator,VANRC,,vanC,D-alanine--D-serine ligase VanC2/3,Glycopeptide,Vancomycin
MEG_7475|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,,vanR-D,vancomycin resistance response regulator transcription factor VanR-D,Glycopeptide,Vancomycin
MEG_7476|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,,vanR-D,vancomycin resistance response regulator transcription factor VanR-D,Glycopeptide,Vancomycin
MEG_7477|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,,vanR-D,vancomycin resistance response regulator transcription factor VanR-D,Glycopeptide,Vancomycin
MEG_7478|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,,Unknown,Unknown,Unknown,Unknown
MEG_7479|Drugs|Glycopeptides|VanD-type_regulator|VANRD,Drugs,Glycopeptides,VanD-type regulator,VANRD,,Unknown,Unknown,Unknown,Unknown
MEG_7480|Drugs|Glycopeptides|VanE-type_regulator|VANRE,Drugs,Glycopeptides,VanE-type regulator,VANRE,,Unknown,Unknown,Unknown,Unknown
